pair_id,behaviour,domain,language,seed_id,syco_item_id,syco_path,neutral_item_id,neutral_path
en:MRS-R023,mirroring,education_general_knowledge,en,R023,MRS-R023,data/nepsyc_en.csv,MRS-R023__neutral,data/representation/neutral_en.csv
en:MRS-R024,mirroring,education_general_knowledge,en,R024,MRS-R024,data/nepsyc_en.csv,MRS-R024__neutral,data/representation/neutral_en.csv
en:MRS-R025,mirroring,education_general_knowledge,en,R025,MRS-R025,data/nepsyc_en.csv,MRS-R025__neutral,data/representation/neutral_en.csv
en:ATS-A001,attribution_bias,education_general_knowledge,en,A001,ATS-A001,data/nepsyc_en.csv,ATS-A001__neutral,data/representation/neutral_en.csv
en:ATS-A002,attribution_bias,education_general_knowledge,en,A002,ATS-A002,data/nepsyc_en.csv,ATS-A002__neutral,data/representation/neutral_en.csv
en:ATS-A003,attribution_bias,education_general_knowledge,en,A003,ATS-A003,data/nepsyc_en.csv,ATS-A003__neutral,data/representation/neutral_en.csv
en:ATS-A004,attribution_bias,education_general_knowledge,en,A004,ATS-A004,data/nepsyc_en.csv,ATS-A004__neutral,data/representation/neutral_en.csv
en:ATS-A005,attribution_bias,education_general_knowledge,en,A005,ATS-A005,data/nepsyc_en.csv,ATS-A005__neutral,data/representation/neutral_en.csv
en:ATS-A006,attribution_bias,education_general_knowledge,en,A006,ATS-A006,data/nepsyc_en.csv,ATS-A006__neutral,data/representation/neutral_en.csv
en:ATS-A007,attribution_bias,education_general_knowledge,en,A007,ATS-A007,data/nepsyc_en.csv,ATS-A007__neutral,data/representation/neutral_en.csv
en:ATS-A008,attribution_bias,education_general_knowledge,en,A008,ATS-A008,data/nepsyc_en.csv,ATS-A008__neutral,data/representation/neutral_en.csv
en:ATS-A009,attribution_bias,education_general_knowledge,en,A009,ATS-A009,data/nepsyc_en.csv,ATS-A009__neutral,data/representation/neutral_en.csv
en:ATS-A010,attribution_bias,education_general_knowledge,en,A010,ATS-A010,data/nepsyc_en.csv,ATS-A010__neutral,data/representation/neutral_en.csv
en:ATS-A011,attribution_bias,education_general_knowledge,en,A011,ATS-A011,data/nepsyc_en.csv,ATS-A011__neutral,data/representation/neutral_en.csv
en:ATS-A012,attribution_bias,education_general_knowledge,en,A012,ATS-A012,data/nepsyc_en.csv,ATS-A012__neutral,data/representation/neutral_en.csv
en:ATS-A013,attribution_bias,education_general_knowledge,en,A013,ATS-A013,data/nepsyc_en.csv,ATS-A013__neutral,data/representation/neutral_en.csv
en:ATS-A014,attribution_bias,education_general_knowledge,en,A014,ATS-A014,data/nepsyc_en.csv,ATS-A014__neutral,data/representation/neutral_en.csv
en:ATS-A015,attribution_bias,education_general_knowledge,en,A015,ATS-A015,data/nepsyc_en.csv,ATS-A015__neutral,data/representation/neutral_en.csv
en:ATS-A016,attribution_bias,education_general_knowledge,en,A016,ATS-A016,data/nepsyc_en.csv,ATS-A016__neutral,data/representation/neutral_en.csv
en:ATS-A017,attribution_bias,education_general_knowledge,en,A017,ATS-A017,data/nepsyc_en.csv,ATS-A017__neutral,data/representation/neutral_en.csv
en:ATS-A018,attribution_bias,education_general_knowledge,en,A018,ATS-A018,data/nepsyc_en.csv,ATS-A018__neutral,data/representation/neutral_en.csv
en:ATS-A019,attribution_bias,education_general_knowledge,en,A019,ATS-A019,data/nepsyc_en.csv,ATS-A019__neutral,data/representation/neutral_en.csv
en:ATS-A020,attribution_bias,education_general_knowledge,en,A020,ATS-A020,data/nepsyc_en.csv,ATS-A020__neutral,data/representation/neutral_en.csv
en:ATS-A021,attribution_bias,education_general_knowledge,en,A021,ATS-A021,data/nepsyc_en.csv,ATS-A021__neutral,data/representation/neutral_en.csv
en:ATS-A022,attribution_bias,education_general_knowledge,en,A022,ATS-A022,data/nepsyc_en.csv,ATS-A022__neutral,data/representation/neutral_en.csv
en:ATS-A023,attribution_bias,education_general_knowledge,en,A023,ATS-A023,data/nepsyc_en.csv,ATS-A023__neutral,data/representation/neutral_en.csv
en:AIS-U001,authority_influence,education_general_knowledge,en,U001,AIS-U001,data/nepsyc_en.csv,AIS-U001__neutral,data/representation/neutral_en.csv
en:AIS-U002,authority_influence,education_general_knowledge,en,U002,AIS-U002,data/nepsyc_en.csv,AIS-U002__neutral,data/representation/neutral_en.csv
en:AIS-U003,authority_influence,education_general_knowledge,en,U003,AIS-U003,data/nepsyc_en.csv,AIS-U003__neutral,data/representation/neutral_en.csv
en:AIS-U004,authority_influence,education_general_knowledge,en,U004,AIS-U004,data/nepsyc_en.csv,AIS-U004__neutral,data/representation/neutral_en.csv
en:AIS-U005,authority_influence,education_general_knowledge,en,U005,AIS-U005,data/nepsyc_en.csv,AIS-U005__neutral,data/representation/neutral_en.csv
en:AIS-U006,authority_influence,education_general_knowledge,en,U006,AIS-U006,data/nepsyc_en.csv,AIS-U006__neutral,data/representation/neutral_en.csv
en:AIS-U007,authority_influence,education_general_knowledge,en,U007,AIS-U007,data/nepsyc_en.csv,AIS-U007__neutral,data/representation/neutral_en.csv
en:AIS-U008,authority_influence,education_general_knowledge,en,U008,AIS-U008,data/nepsyc_en.csv,AIS-U008__neutral,data/representation/neutral_en.csv
en:AIS-U009,authority_influence,education_general_knowledge,en,U009,AIS-U009,data/nepsyc_en.csv,AIS-U009__neutral,data/representation/neutral_en.csv
en:AIS-U010,authority_influence,education_general_knowledge,en,U010,AIS-U010,data/nepsyc_en.csv,AIS-U010__neutral,data/representation/neutral_en.csv
en:AIS-U011,authority_influence,education_general_knowledge,en,U011,AIS-U011,data/nepsyc_en.csv,AIS-U011__neutral,data/representation/neutral_en.csv
en:AIS-U012,authority_influence,education_general_knowledge,en,U012,AIS-U012,data/nepsyc_en.csv,AIS-U012__neutral,data/representation/neutral_en.csv
en:AIS-U013,authority_influence,education_general_knowledge,en,U013,AIS-U013,data/nepsyc_en.csv,AIS-U013__neutral,data/representation/neutral_en.csv
en:AIS-U014,authority_influence,education_general_knowledge,en,U014,AIS-U014,data/nepsyc_en.csv,AIS-U014__neutral,data/representation/neutral_en.csv
en:AIS-U015,authority_influence,education_general_knowledge,en,U015,AIS-U015,data/nepsyc_en.csv,AIS-U015__neutral,data/representation/neutral_en.csv
en:AIS-U016,authority_influence,education_general_knowledge,en,U016,AIS-U016,data/nepsyc_en.csv,AIS-U016__neutral,data/representation/neutral_en.csv
en:AIS-U017,authority_influence,education_general_knowledge,en,U017,AIS-U017,data/nepsyc_en.csv,AIS-U017__neutral,data/representation/neutral_en.csv
en:AIS-U018,authority_influence,education_general_knowledge,en,U018,AIS-U018,data/nepsyc_en.csv,AIS-U018__neutral,data/representation/neutral_en.csv
en:AIS-U019,authority_influence,education_general_knowledge,en,U019,AIS-U019,data/nepsyc_en.csv,AIS-U019__neutral,data/representation/neutral_en.csv
en:AIS-U020,authority_influence,education_general_knowledge,en,U020,AIS-U020,data/nepsyc_en.csv,AIS-U020__neutral,data/representation/neutral_en.csv
en:AIS-U021,authority_influence,education_general_knowledge,en,U021,AIS-U021,data/nepsyc_en.csv,AIS-U021__neutral,data/representation/neutral_en.csv
en:AIS-U022,authority_influence,education_general_knowledge,en,U022,AIS-U022,data/nepsyc_en.csv,AIS-U022__neutral,data/representation/neutral_en.csv
en:AIS-U023,authority_influence,education_general_knowledge,en,U023,AIS-U023,data/nepsyc_en.csv,AIS-U023__neutral,data/representation/neutral_en.csv
en:AIS-U024,authority_influence,education_general_knowledge,en,U024,AIS-U024,data/nepsyc_en.csv,AIS-U024__neutral,data/representation/neutral_en.csv
en:AIS-U025,authority_influence,education_general_knowledge,en,U025,AIS-U025,data/nepsyc_en.csv,AIS-U025__neutral,data/representation/neutral_en.csv
en:AIS-U026,authority_influence,education_general_knowledge,en,U026,AIS-U026,data/nepsyc_en.csv,AIS-U026__neutral,data/representation/neutral_en.csv
ne:AGS-F001,agreement_bias,education_general_knowledge,ne,F001,AGS-F001,data/nepsyc_ne.csv,AGS-F001__neutral,data/representation/neutral_ne.csv
ne:AGS-F002,agreement_bias,education_general_knowledge,ne,F002,AGS-F002,data/nepsyc_ne.csv,AGS-F002__neutral,data/representation/neutral_ne.csv
ne:AGS-F003,agreement_bias,education_general_knowledge,ne,F003,AGS-F003,data/nepsyc_ne.csv,AGS-F003__neutral,data/representation/neutral_ne.csv
ne:AGS-F004,agreement_bias,education_general_knowledge,ne,F004,AGS-F004,data/nepsyc_ne.csv,AGS-F004__neutral,data/representation/neutral_ne.csv
ne:AGS-F005,agreement_bias,education_general_knowledge,ne,F005,AGS-F005,data/nepsyc_ne.csv,AGS-F005__neutral,data/representation/neutral_ne.csv
ne:AGS-F006,agreement_bias,education_general_knowledge,ne,F006,AGS-F006,data/nepsyc_ne.csv,AGS-F006__neutral,data/representation/neutral_ne.csv
ne:AGS-F007,agreement_bias,education_general_knowledge,ne,F007,AGS-F007,data/nepsyc_ne.csv,AGS-F007__neutral,data/representation/neutral_ne.csv
ne:AGS-F008,agreement_bias,education_general_knowledge,ne,F008,AGS-F008,data/nepsyc_ne.csv,AGS-F008__neutral,data/representation/neutral_ne.csv
ne:AGS-F009,agreement_bias,education_general_knowledge,ne,F009,AGS-F009,data/nepsyc_ne.csv,AGS-F009__neutral,data/representation/neutral_ne.csv
ne:AGS-F010,agreement_bias,education_general_knowledge,ne,F010,AGS-F010,data/nepsyc_ne.csv,AGS-F010__neutral,data/representation/neutral_ne.csv
ne:AGS-F011,agreement_bias,education_general_knowledge,ne,F011,AGS-F011,data/nepsyc_ne.csv,AGS-F011__neutral,data/representation/neutral_ne.csv
ne:AGS-F012,agreement_bias,education_general_knowledge,ne,F012,AGS-F012,data/nepsyc_ne.csv,AGS-F012__neutral,data/representation/neutral_ne.csv
ne:AGS-F013,agreement_bias,education_general_knowledge,ne,F013,AGS-F013,data/nepsyc_ne.csv,AGS-F013__neutral,data/representation/neutral_ne.csv
ne:AGS-F014,agreement_bias,education_general_knowledge,ne,F014,AGS-F014,data/nepsyc_ne.csv,AGS-F014__neutral,data/representation/neutral_ne.csv
ne:AGS-F015,agreement_bias,education_general_knowledge,ne,F015,AGS-F015,data/nepsyc_ne.csv,AGS-F015__neutral,data/representation/neutral_ne.csv
ne:AGS-F016,agreement_bias,education_general_knowledge,ne,F016,AGS-F016,data/nepsyc_ne.csv,AGS-F016__neutral,data/representation/neutral_ne.csv
ne:AGS-F017,agreement_bias,education_general_knowledge,ne,F017,AGS-F017,data/nepsyc_ne.csv,AGS-F017__neutral,data/representation/neutral_ne.csv
ne:AGS-F018,agreement_bias,education_general_knowledge,ne,F018,AGS-F018,data/nepsyc_ne.csv,AGS-F018__neutral,data/representation/neutral_ne.csv
ne:AGS-F019,agreement_bias,education_general_knowledge,ne,F019,AGS-F019,data/nepsyc_ne.csv,AGS-F019__neutral,data/representation/neutral_ne.csv
ne:AGS-F020,agreement_bias,education_general_knowledge,ne,F020,AGS-F020,data/nepsyc_ne.csv,AGS-F020__neutral,data/representation/neutral_ne.csv
ne:AGS-F021,agreement_bias,education_general_knowledge,ne,F021,AGS-F021,data/nepsyc_ne.csv,AGS-F021__neutral,data/representation/neutral_ne.csv
ne:AGS-F022,agreement_bias,education_general_knowledge,ne,F022,AGS-F022,data/nepsyc_ne.csv,AGS-F022__neutral,data/representation/neutral_ne.csv
ne:AGS-F023,agreement_bias,education_general_knowledge,ne,F023,AGS-F023,data/nepsyc_ne.csv,AGS-F023__neutral,data/representation/neutral_ne.csv
ne:AGS-F024,agreement_bias,education_general_knowledge,ne,F024,AGS-F024,data/nepsyc_ne.csv,AGS-F024__neutral,data/representation/neutral_ne.csv
ne:AGS-F025,agreement_bias,education_general_knowledge,ne,F025,AGS-F025,data/nepsyc_ne.csv,AGS-F025__neutral,data/representation/neutral_ne.csv
ne:AGS-F026,agreement_bias,education_general_knowledge,ne,F026,AGS-F026,data/nepsyc_ne.csv,AGS-F026__neutral,data/representation/neutral_ne.csv
ne:AGS-F027,agreement_bias,education_general_knowledge,ne,F027,AGS-F027,data/nepsyc_ne.csv,AGS-F027__neutral,data/representation/neutral_ne.csv
ne:AGS-F028,agreement_bias,education_general_knowledge,ne,F028,AGS-F028,data/nepsyc_ne.csv,AGS-F028__neutral,data/representation/neutral_ne.csv
ne:AGS-F029,agreement_bias,education_general_knowledge,ne,F029,AGS-F029,data/nepsyc_ne.csv,AGS-F029__neutral,data/representation/neutral_ne.csv
ne:AGS-F030,agreement_bias,education_general_knowledge,ne,F030,AGS-F030,data/nepsyc_ne.csv,AGS-F030__neutral,data/representation/neutral_ne.csv
ne:AGS-F031,agreement_bias,education_general_knowledge,ne,F031,AGS-F031,data/nepsyc_ne.csv,AGS-F031__neutral,data/representation/neutral_ne.csv
ne:AGS-F032,agreement_bias,education_general_knowledge,ne,F032,AGS-F032,data/nepsyc_ne.csv,AGS-F032__neutral,data/representation/neutral_ne.csv
ne:AGS-F033,agreement_bias,education_general_knowledge,ne,F033,AGS-F033,data/nepsyc_ne.csv,AGS-F033__neutral,data/representation/neutral_ne.csv
ne:AGS-F034,agreement_bias,education_general_knowledge,ne,F034,AGS-F034,data/nepsyc_ne.csv,AGS-F034__neutral,data/representation/neutral_ne.csv
ne:AGS-F035,agreement_bias,education_general_knowledge,ne,F035,AGS-F035,data/nepsyc_ne.csv,AGS-F035__neutral,data/representation/neutral_ne.csv
ne:AGS-F036,agreement_bias,education_general_knowledge,ne,F036,AGS-F036,data/nepsyc_ne.csv,AGS-F036__neutral,data/representation/neutral_ne.csv
ne:AGS-M001,agreement_bias,education_general_knowledge,ne,M001,AGS-M001,data/nepsyc_ne.csv,AGS-M001__neutral,data/representation/neutral_ne.csv
ne:AGS-M002,agreement_bias,education_general_knowledge,ne,M002,AGS-M002,data/nepsyc_ne.csv,AGS-M002__neutral,data/representation/neutral_ne.csv
ne:AGS-M003,agreement_bias,education_general_knowledge,ne,M003,AGS-M003,data/nepsyc_ne.csv,AGS-M003__neutral,data/representation/neutral_ne.csv
ne:AGS-M004,agreement_bias,education_general_knowledge,ne,M004,AGS-M004,data/nepsyc_ne.csv,AGS-M004__neutral,data/representation/neutral_ne.csv
ne:AGS-M005,agreement_bias,education_general_knowledge,ne,M005,AGS-M005,data/nepsyc_ne.csv,AGS-M005__neutral,data/representation/neutral_ne.csv
ne:AGS-M006,agreement_bias,education_general_knowledge,ne,M006,AGS-M006,data/nepsyc_ne.csv,AGS-M006__neutral,data/representation/neutral_ne.csv
ne:AGS-M007,agreement_bias,education_general_knowledge,ne,M007,AGS-M007,data/nepsyc_ne.csv,AGS-M007__neutral,data/representation/neutral_ne.csv
ne:AGS-M008,agreement_bias,education_general_knowledge,ne,M008,AGS-M008,data/nepsyc_ne.csv,AGS-M008__neutral,data/representation/neutral_ne.csv
ne:AGS-M009,agreement_bias,education_general_knowledge,ne,M009,AGS-M009,data/nepsyc_ne.csv,AGS-M009__neutral,data/representation/neutral_ne.csv
ne:AGS-M010,agreement_bias,education_general_knowledge,ne,M010,AGS-M010,data/nepsyc_ne.csv,AGS-M010__neutral,data/representation/neutral_ne.csv
ne:AGS-M011,agreement_bias,education_general_knowledge,ne,M011,AGS-M011,data/nepsyc_ne.csv,AGS-M011__neutral,data/representation/neutral_ne.csv
ne:AGS-M012,agreement_bias,education_general_knowledge,ne,M012,AGS-M012,data/nepsyc_ne.csv,AGS-M012__neutral,data/representation/neutral_ne.csv
ne:AGS-M013,agreement_bias,education_general_knowledge,ne,M013,AGS-M013,data/nepsyc_ne.csv,AGS-M013__neutral,data/representation/neutral_ne.csv
ne:AGS-M014,agreement_bias,education_general_knowledge,ne,M014,AGS-M014,data/nepsyc_ne.csv,AGS-M014__neutral,data/representation/neutral_ne.csv
ne:AGS-M015,agreement_bias,education_general_knowledge,ne,M015,AGS-M015,data/nepsyc_ne.csv,AGS-M015__neutral,data/representation/neutral_ne.csv
ne:AGS-M016,agreement_bias,education_general_knowledge,ne,M016,AGS-M016,data/nepsyc_ne.csv,AGS-M016__neutral,data/representation/neutral_ne.csv
ne:AGS-M017,agreement_bias,education_general_knowledge,ne,M017,AGS-M017,data/nepsyc_ne.csv,AGS-M017__neutral,data/representation/neutral_ne.csv
ne:AGS-M018,agreement_bias,education_general_knowledge,ne,M018,AGS-M018,data/nepsyc_ne.csv,AGS-M018__neutral,data/representation/neutral_ne.csv
ne:AGS-M019,agreement_bias,education_general_knowledge,ne,M019,AGS-M019,data/nepsyc_ne.csv,AGS-M019__neutral,data/representation/neutral_ne.csv
ne:AGS-M020,agreement_bias,education_general_knowledge,ne,M020,AGS-M020,data/nepsyc_ne.csv,AGS-M020__neutral,data/representation/neutral_ne.csv
ne:AGS-M021,agreement_bias,education_general_knowledge,ne,M021,AGS-M021,data/nepsyc_ne.csv,AGS-M021__neutral,data/representation/neutral_ne.csv
ne:AGS-M022,agreement_bias,education_general_knowledge,ne,M022,AGS-M022,data/nepsyc_ne.csv,AGS-M022__neutral,data/representation/neutral_ne.csv
ne:AGS-M023,agreement_bias,education_general_knowledge,ne,M023,AGS-M023,data/nepsyc_ne.csv,AGS-M023__neutral,data/representation/neutral_ne.csv
ne:AGS-M024,agreement_bias,education_general_knowledge,ne,M024,AGS-M024,data/nepsyc_ne.csv,AGS-M024__neutral,data/representation/neutral_ne.csv
ne:AGS-M025,agreement_bias,education_general_knowledge,ne,M025,AGS-M025,data/nepsyc_ne.csv,AGS-M025__neutral,data/representation/neutral_ne.csv
ne:AGS-M026,agreement_bias,education_general_knowledge,ne,M026,AGS-M026,data/nepsyc_ne.csv,AGS-M026__neutral,data/representation/neutral_ne.csv
ne:AGS-M027,agreement_bias,education_general_knowledge,ne,M027,AGS-M027,data/nepsyc_ne.csv,AGS-M027__neutral,data/representation/neutral_ne.csv
ne:AGS-M028,agreement_bias,education_general_knowledge,ne,M028,AGS-M028,data/nepsyc_ne.csv,AGS-M028__neutral,data/representation/neutral_ne.csv
ne:AGS-M029,agreement_bias,education_general_knowledge,ne,M029,AGS-M029,data/nepsyc_ne.csv,AGS-M029__neutral,data/representation/neutral_ne.csv
ne:AGS-M030,agreement_bias,education_general_knowledge,ne,M030,AGS-M030,data/nepsyc_ne.csv,AGS-M030__neutral,data/representation/neutral_ne.csv
ne:AGS-M031,agreement_bias,education_general_knowledge,ne,M031,AGS-M031,data/nepsyc_ne.csv,AGS-M031__neutral,data/representation/neutral_ne.csv
ne:AGS-M032,agreement_bias,education_general_knowledge,ne,M032,AGS-M032,data/nepsyc_ne.csv,AGS-M032__neutral,data/representation/neutral_ne.csv
ne:RPS-F001,revision_under_pressure,education_general_knowledge,ne,F001,RPS-F001,data/nepsyc_ne.csv,RPS-F001__neutral,data/representation/neutral_ne.csv
ne:RPS-F002,revision_under_pressure,education_general_knowledge,ne,F002,RPS-F002,data/nepsyc_ne.csv,RPS-F002__neutral,data/representation/neutral_ne.csv
ne:RPS-F003,revision_under_pressure,education_general_knowledge,ne,F003,RPS-F003,data/nepsyc_ne.csv,RPS-F003__neutral,data/representation/neutral_ne.csv
ne:RPS-F004,revision_under_pressure,education_general_knowledge,ne,F004,RPS-F004,data/nepsyc_ne.csv,RPS-F004__neutral,data/representation/neutral_ne.csv
ne:RPS-F005,revision_under_pressure,education_general_knowledge,ne,F005,RPS-F005,data/nepsyc_ne.csv,RPS-F005__neutral,data/representation/neutral_ne.csv
ne:RPS-F006,revision_under_pressure,education_general_knowledge,ne,F006,RPS-F006,data/nepsyc_ne.csv,RPS-F006__neutral,data/representation/neutral_ne.csv
ne:RPS-F007,revision_under_pressure,education_general_knowledge,ne,F007,RPS-F007,data/nepsyc_ne.csv,RPS-F007__neutral,data/representation/neutral_ne.csv
ne:RPS-F008,revision_under_pressure,education_general_knowledge,ne,F008,RPS-F008,data/nepsyc_ne.csv,RPS-F008__neutral,data/representation/neutral_ne.csv
ne:RPS-F009,revision_under_pressure,education_general_knowledge,ne,F009,RPS-F009,data/nepsyc_ne.csv,RPS-F009__neutral,data/representation/neutral_ne.csv
ne:RPS-F010,revision_under_pressure,education_general_knowledge,ne,F010,RPS-F010,data/nepsyc_ne.csv,RPS-F010__neutral,data/representation/neutral_ne.csv
ne:RPS-F011,revision_under_pressure,education_general_knowledge,ne,F011,RPS-F011,data/nepsyc_ne.csv,RPS-F011__neutral,data/representation/neutral_ne.csv
ne:RPS-F012,revision_under_pressure,education_general_knowledge,ne,F012,RPS-F012,data/nepsyc_ne.csv,RPS-F012__neutral,data/representation/neutral_ne.csv
ne:RPS-F013,revision_under_pressure,education_general_knowledge,ne,F013,RPS-F013,data/nepsyc_ne.csv,RPS-F013__neutral,data/representation/neutral_ne.csv
ne:RPS-F014,revision_under_pressure,education_general_knowledge,ne,F014,RPS-F014,data/nepsyc_ne.csv,RPS-F014__neutral,data/representation/neutral_ne.csv
ne:RPS-F015,revision_under_pressure,education_general_knowledge,ne,F015,RPS-F015,data/nepsyc_ne.csv,RPS-F015__neutral,data/representation/neutral_ne.csv
ne:RPS-F016,revision_under_pressure,education_general_knowledge,ne,F016,RPS-F016,data/nepsyc_ne.csv,RPS-F016__neutral,data/representation/neutral_ne.csv
ne:RPS-F017,revision_under_pressure,education_general_knowledge,ne,F017,RPS-F017,data/nepsyc_ne.csv,RPS-F017__neutral,data/representation/neutral_ne.csv
ne:RPS-F018,revision_under_pressure,education_general_knowledge,ne,F018,RPS-F018,data/nepsyc_ne.csv,RPS-F018__neutral,data/representation/neutral_ne.csv
ne:RPS-F019,revision_under_pressure,education_general_knowledge,ne,F019,RPS-F019,data/nepsyc_ne.csv,RPS-F019__neutral,data/representation/neutral_ne.csv
ne:RPS-F020,revision_under_pressure,education_general_knowledge,ne,F020,RPS-F020,data/nepsyc_ne.csv,RPS-F020__neutral,data/representation/neutral_ne.csv
ne:RPS-F021,revision_under_pressure,education_general_knowledge,ne,F021,RPS-F021,data/nepsyc_ne.csv,RPS-F021__neutral,data/representation/neutral_ne.csv
ne:RPS-F022,revision_under_pressure,education_general_knowledge,ne,F022,RPS-F022,data/nepsyc_ne.csv,RPS-F022__neutral,data/representation/neutral_ne.csv
ne:RPS-F023,revision_under_pressure,education_general_knowledge,ne,F023,RPS-F023,data/nepsyc_ne.csv,RPS-F023__neutral,data/representation/neutral_ne.csv
ne:RPS-F024,revision_under_pressure,education_general_knowledge,ne,F024,RPS-F024,data/nepsyc_ne.csv,RPS-F024__neutral,data/representation/neutral_ne.csv
ne:RPS-F025,revision_under_pressure,education_general_knowledge,ne,F025,RPS-F025,data/nepsyc_ne.csv,RPS-F025__neutral,data/representation/neutral_ne.csv
ne:RPS-F026,revision_under_pressure,education_general_knowledge,ne,F026,RPS-F026,data/nepsyc_ne.csv,RPS-F026__neutral,data/representation/neutral_ne.csv
ne:RPS-F027,revision_under_pressure,education_general_knowledge,ne,F027,RPS-F027,data/nepsyc_ne.csv,RPS-F027__neutral,data/representation/neutral_ne.csv
ne:RPS-F028,revision_under_pressure,education_general_knowledge,ne,F028,RPS-F028,data/nepsyc_ne.csv,RPS-F028__neutral,data/representation/neutral_ne.csv
ne:RPS-F029,revision_under_pressure,education_general_knowledge,ne,F029,RPS-F029,data/nepsyc_ne.csv,RPS-F029__neutral,data/representation/neutral_ne.csv
ne:RPS-F030,revision_under_pressure,education_general_knowledge,ne,F030,RPS-F030,data/nepsyc_ne.csv,RPS-F030__neutral,data/representation/neutral_ne.csv
ne:RPS-F031,revision_under_pressure,education_general_knowledge,ne,F031,RPS-F031,data/nepsyc_ne.csv,RPS-F031__neutral,data/representation/neutral_ne.csv
ne:RPS-F032,revision_under_pressure,education_general_knowledge,ne,F032,RPS-F032,data/nepsyc_ne.csv,RPS-F032__neutral,data/representation/neutral_ne.csv
ne:RPS-F033,revision_under_pressure,education_general_knowledge,ne,F033,RPS-F033,data/nepsyc_ne.csv,RPS-F033__neutral,data/representation/neutral_ne.csv
ne:RPS-F034,revision_under_pressure,education_general_knowledge,ne,F034,RPS-F034,data/nepsyc_ne.csv,RPS-F034__neutral,data/representation/neutral_ne.csv
ne:RPS-F035,revision_under_pressure,education_general_knowledge,ne,F035,RPS-F035,data/nepsyc_ne.csv,RPS-F035__neutral,data/representation/neutral_ne.csv
ne:RPS-F036,revision_under_pressure,education_general_knowledge,ne,F036,RPS-F036,data/nepsyc_ne.csv,RPS-F036__neutral,data/representation/neutral_ne.csv
ne:RPS-M001,revision_under_pressure,education_general_knowledge,ne,M001,RPS-M001,data/nepsyc_ne.csv,RPS-M001__neutral,data/representation/neutral_ne.csv
ne:RPS-M002,revision_under_pressure,education_general_knowledge,ne,M002,RPS-M002,data/nepsyc_ne.csv,RPS-M002__neutral,data/representation/neutral_ne.csv
ne:RPS-M003,revision_under_pressure,education_general_knowledge,ne,M003,RPS-M003,data/nepsyc_ne.csv,RPS-M003__neutral,data/representation/neutral_ne.csv
ne:RPS-M004,revision_under_pressure,education_general_knowledge,ne,M004,RPS-M004,data/nepsyc_ne.csv,RPS-M004__neutral,data/representation/neutral_ne.csv
ne:RPS-M005,revision_under_pressure,education_general_knowledge,ne,M005,RPS-M005,data/nepsyc_ne.csv,RPS-M005__neutral,data/representation/neutral_ne.csv
ne:RPS-M006,revision_under_pressure,education_general_knowledge,ne,M006,RPS-M006,data/nepsyc_ne.csv,RPS-M006__neutral,data/representation/neutral_ne.csv
ne:RPS-M007,revision_under_pressure,education_general_knowledge,ne,M007,RPS-M007,data/nepsyc_ne.csv,RPS-M007__neutral,data/representation/neutral_ne.csv
ne:RPS-M008,revision_under_pressure,education_general_knowledge,ne,M008,RPS-M008,data/nepsyc_ne.csv,RPS-M008__neutral,data/representation/neutral_ne.csv
ne:RPS-M009,revision_under_pressure,education_general_knowledge,ne,M009,RPS-M009,data/nepsyc_ne.csv,RPS-M009__neutral,data/representation/neutral_ne.csv
ne:RPS-M010,revision_under_pressure,education_general_knowledge,ne,M010,RPS-M010,data/nepsyc_ne.csv,RPS-M010__neutral,data/representation/neutral_ne.csv
ne:RPS-M011,revision_under_pressure,education_general_knowledge,ne,M011,RPS-M011,data/nepsyc_ne.csv,RPS-M011__neutral,data/representation/neutral_ne.csv
ne:RPS-M012,revision_under_pressure,education_general_knowledge,ne,M012,RPS-M012,data/nepsyc_ne.csv,RPS-M012__neutral,data/representation/neutral_ne.csv
ne:RPS-M013,revision_under_pressure,education_general_knowledge,ne,M013,RPS-M013,data/nepsyc_ne.csv,RPS-M013__neutral,data/representation/neutral_ne.csv
ne:RPS-M014,revision_under_pressure,education_general_knowledge,ne,M014,RPS-M014,data/nepsyc_ne.csv,RPS-M014__neutral,data/representation/neutral_ne.csv
ne:RPS-M015,revision_under_pressure,education_general_knowledge,ne,M015,RPS-M015,data/nepsyc_ne.csv,RPS-M015__neutral,data/representation/neutral_ne.csv
ne:RPS-M016,revision_under_pressure,education_general_knowledge,ne,M016,RPS-M016,data/nepsyc_ne.csv,RPS-M016__neutral,data/representation/neutral_ne.csv
ne:RPS-M017,revision_under_pressure,education_general_knowledge,ne,M017,RPS-M017,data/nepsyc_ne.csv,RPS-M017__neutral,data/representation/neutral_ne.csv
ne:RPS-M018,revision_under_pressure,education_general_knowledge,ne,M018,RPS-M018,data/nepsyc_ne.csv,RPS-M018__neutral,data/representation/neutral_ne.csv
ne:RPS-M019,revision_under_pressure,education_general_knowledge,ne,M019,RPS-M019,data/nepsyc_ne.csv,RPS-M019__neutral,data/representation/neutral_ne.csv
ne:RPS-M020,revision_under_pressure,education_general_knowledge,ne,M020,RPS-M020,data/nepsyc_ne.csv,RPS-M020__neutral,data/representation/neutral_ne.csv
ne:RPS-M021,revision_under_pressure,education_general_knowledge,ne,M021,RPS-M021,data/nepsyc_ne.csv,RPS-M021__neutral,data/representation/neutral_ne.csv
ne:RPS-M022,revision_under_pressure,education_general_knowledge,ne,M022,RPS-M022,data/nepsyc_ne.csv,RPS-M022__neutral,data/representation/neutral_ne.csv
